EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
709,57.0,Yes,Travel_Rarely,1328,Sales,21,1,Technical Degree,1,3,Female,91,4,3,Sales Representative,4,Married,15851.0,16234,7,Y,No,17,4,2,80,2,5,4,2,5,5,11,4
710,32.0,Yes,Travel_Rarely,327,Research & Development,24,4,Marketing,1,2,Male,72,2,2,Manufacturing Director,1,Single,19999.0,26559,8,Y,No,14,3,2,80,1,34,6,1,34,4,10,1
711,49.0,No,Travel_Frequently,339,Research & Development,16,3,Medical,1,4,Male,88,4,5,Healthcare Representative,4,Married,1123.0,17266,6,Y,No,22,3,1,80,2,17,2,2,17,2,13,0
712,56.0,No,Travel_Rarely,1196,Research & Development,4,1,Medical,1,2,Male,83,4,1,Healthcare Representative,3,Married,13300.0,9252,1,Y,No,22,3,3,80,2,18,6,4,18,18,13,10
713,23.0,No,Non-Travel,487,Research & Development,1,2,Technical Degree,1,4,Female,55,1,3,Manufacturing Director,2,Single,6218.0,25614,7,Y,Yes,18,3,4,80,1,4,4,4,4,4,4,4
714,18.0,Yes,Travel_Frequently,477,Research & Development,27,4,Other,1,4,Male,83,2,2,Research Scientist,4,Divorced,5385.0,2099,7,Y,No,13,4,4,80,1,24,6,2,24,4,9,1
715,40.0,Yes,Travel_Rarely,311,Research & Development,13,4,Life Sciences,1,1,Male,90,4,3,Manager,2,Married,9972.0,5905,1,Y,Yes,24,4,3,80,3,10,0,4,10,5,15,0
716,56.0,No,Non-Travel,894,Human Resources,26,1,Marketing,1,4,Male,73,2,4,Human Resources,4,Married,8298.0,17090,5,Y,Yes,19,4,2,80,2,9,6,3,9,5,15,2
717,34.0,No,Travel_Frequently,775,Research & Development,8,5,Technical Degree,1,2,Female,38,3,1,Manager,4,Married,19999.0,4342,9,Y,No,15,4,3,80,2,16,4,2,16,8,6,2
718,51.0,Yes,Travel_Rarely,748,Human Resources,6,4,Technical Degree,1,1,Male,71,1,5,Manager,3,Married,8842.0,10091,0,Y,No,24,3,1,80,2,35,5,3,35,25,5,4
719,58.0,No,Travel_Rarely,270,Sales,29,3,Medical,1,4,Male,58,2,4,Sales Executive,4,Single,13076.0,21617,6,Y,No,23,3,2,80,3,25,5,2,25,12,13,3
720,46.0,Yes,Travel_Frequently,1275,Research & Development,8,4,Marketing,1,3,Male,87,2,3,Healthcare Representative,1,Married,5137.0,7024,9,Y,No,25,3,3,80,1,30,2,2,30,28,12,22
721,26.0,No,Travel_Rarely,908,Human Resources,19,2,Life Sciences,1,3,Male,92,1,2,Manager,4,Married,16672.0,13441,1,Y,No,24,3,3,80,2,31,3,3,31,4,4,3
722,30.0,Yes,Non-Travel,203,Sales,24,4,Medical,1,4,Male,78,3,1,Sales Representative,4,Married,12723.0,15755,4,Y,No,12,3,1,80,1,20,5,2,20,16,5,7
723,23.0,No,Travel_Rarely,1345,Sales,24,5,Technical Degree,1,1,Male,40,2,5,Sales Representative,4,Divorced,19234.0,18711,6,Y,No,19,3,3,80,3,17,6,4,17,2,1,2
724,23.0,Yes,Travel_Rarely,1405,Research & Development,12,4,Medical,1,1,Male,83,1,2,Research Director,3,Married,18472.0,11543,9,Y,Yes,11,4,2,80,0,17,2,3,17,5,9,1
725,37.0,Yes,Non-Travel,471,Research & Development,1,1,Medical,1,1,Female,59,4,5,Healthcare Representative,2,Single,7639.0,4289,8,Y,Yes,21,3,4,80,1,0,6,2,0,0,0,0
726,20.0,Yes,Travel_Rarely,228,Research & Development,4,4,Human Resources,1,2,Female,95,1,1,Manufacturing Director,2,Single,17971.0,19749,0,Y,No,18,4,4,80,3,13,3,4,13,13,0,8
727,34.0,No,Travel_Rarely,319,Sales,23,5,Medical,1,3,Male,94,4,3,Sales Executive,3,Single,19999.0,13354,8,Y,No,16,3,4,80,0,7,1,3,7,6,7,0
728,29.0,Yes,Travel_Rarely,1296,Research & Development,13,1,Other,1,4,Female,87,2,5,Healthcare Representative,1,Single,1577.0,13291,4,Y,No,22,3,2,80,2,1,2,3,1,1,2,0
729,18.0,Yes,Travel_Rarely,571,Sales,27,3,Medical,1,4,Male,86,2,1,Sales Representative,1,Married,1360.0,19792,5,Y,No,11,3,3,80,2,14,5,4,14,10,14,4
730,34.0,No,Travel_Rarely,1087,Sales,17,1,Other,1,3,Female,66,2,5,Manager,3,Single,2905.0,11702,7,Y,No,24,3,3,80,1,33,5,2,33,10,10,3
731,20.0,Yes,Travel_Rarely,707,Sales,19,2,Marketing,1,2,Female,83,3,2,Sales Executive,2,Single,3770.0,2219,1,Y,Yes,14,3,3,80,0,35,4,2,35,8,2,5
732,43.0,Yes,Travel_Rarely,1175,Research & Development,19,1,Medical,1,1,Male,98,3,5,Research Scientist,1,Single,4758.0,8407,6,Y,Yes,13,3,3,80,3,0,3,3,0,0,8,0
733,32.0,No,Travel_Rarely,193,Research & Development,22,3,Life Sciences,1,3,Male,53,4,2,Laboratory Technician,3,Single,16346.0,12360,3,Y,No,17,3,4,80,2,20,5,1,20,5,12,0
734,53.0,No,Travel_Rarely,1144,Research & Development,5,4,Other,1,4,Male,92,1,2,Healthcare Representative,2,Single,18209.0,17405,8,Y,No,17,3,2,80,2,0,4,2,0,0,5,0
735,49.0,Yes,Travel_Rarely,205,Research & Development,28,1,Other,1,2,Male,80,4,1,Research Scientist,1,Single,15206.0,15591,5,Y,Yes,16,3,1,80,0,31,3,2,31,31,3,21
736,49.0,No,Travel_Rarely,1323,Research & Development,11,1,Technical Degree,1,4,Female,44,1,4,Manufacturing Director,1,Married,10496.0,5239,6,Y,No,24,3,2,80,3,19,2,4,19,14,3,0
737,21.0,No,Travel_Rarely,1475,Research & Development,7,1,Marketing,1,1,Male,76,2,5,Healthcare Representative,3,Married,15311.0,19653,5,Y,No,20,3,3,80,2,35,2,1,35,5,6,5
738,35.0,No,Travel_Rarely,1404,Research & Development,3,1,Medical,1,3,Male,75,1,3,Manufacturing Director,2,Single,7054.0,9542,7,Y,No,24,3,3,80,2,38,4,1,38,0,5,0
739,36.0,No,Travel_Rarely,1405,Research & Development,11,3,Life Sciences,1,1,Male,59,3,2,Manufacturing Director,1,Married,6119.0,14567,5,Y,Yes,20,3,2,80,1,29,2,3,29,24,1,13
740,60.0,No,Travel_Rarely,711,Research & Development,17,5,Technical Degree,1,2,Male,49,1,4,Research Scientist,3,Married,16743.0,22201,6,Y,No,22,3,2,80,3,6,4,4,6,3,8,0
741,52.0,Yes,Travel_Rarely,948,Research & Development,11,5,Marketing,1,3,Male,86,1,2,Healthcare Representative,1,Single,19080.0,25573,7,Y,Yes,18,3,4,80,2,21,0,4,21,14,1,7
742,57.0,Yes,Travel_Rarely,1368,Research & Development,15,1,Other,1,1,Male,78,2,4,Manager,2,Single,1579.0,8857,0,Y,No,17,3,3,80,0,9,6,2,9,1,7,1
743,31.0,No,Travel_Rarely,1047,Research & Development,19,3,Life Sciences,1,1,Female,85,2,4,Research Director,4,Married,17265.0,2067,9,Y,No,14,3,2,80,2,7,3,3,7,0,3,0
744,50.0,No,Travel_Rarely,953,Research & Development,8,3,Medical,1,1,Male,85,3,3,Research Scientist,1,Married,5318.0,11863,3,Y,No,17,3,3,80,3,26,4,2,26,2,9,1
745,31.0,No,Travel_Rarely,528,Sales,16,1,Human Resources,1,2,Male,54,1,4,Sales Executive,2,Single,2650.0,25609,5,Y,No,25,3,2,80,1,9,3,1,9,2,0,0
746,51.0,Yes,Non-Travel,1161,Research & Development,21,2,Human Resources,1,1,Female,38,1,3,Manager,1,Single,16353.0,23767,0,Y,Yes,11,3,3,80,2,13,0,4,13,4,15,3
747,21.0,No,Travel_Rarely,401,Research & Development,15,1,Marketing,1,4,Male,51,1,1,Healthcare Representative,4,Divorced,15849.0,4012,3,Y,Yes,13,3,2,80,0,10,3,3,10,0,0,0
748,41.0,No,Non-Travel,738,Research & Development,3,2,Life Sciences,1,3,Female,66,2,2,Healthcare Representative,4,Single,8772.0,21453,5,Y,No,12,3,3,80,2,5,4,2,5,4,8,2
749,46.0,No,Non-Travel,170,Human Resources,24,1,Technical Degree,1,3,Female,57,3,3,Manager,1,Single,9040.0,26050,6,Y,Yes,17,3,1,80,0,20,6,2,20,16,3,5
750,36.0,Yes,Travel_Rarely,745,Research & Development,6,2,Life Sciences,1,1,Male,43,1,2,Manufacturing Director,3,Divorced,14443.0,2290,5,Y,Yes,19,3,4,80,3,32,6,1,32,0,0,0
751,23.0,No,Travel_Rarely,624,Sales,3,2,Other,1,2,Male,59,1,5,Manager,1,Divorced,12720.0,8312,3,Y,No,15,3,1,80,1,18,2,4,18,6,2,3
752,50.0,No,Non-Travel,273,Human Resources,5,1,Human Resources,1,4,Male,68,1,1,Manager,2,Married,6131.0,26111,6,Y,No,19,4,4,80,3,38,6,1,38,25,2,17
753,57.0,Yes,Non-Travel,189,Research & Development,1,2,Marketing,1,4,Male,86,1,5,Manager,3,Married,12943.0,5679,9,Y,No,22,3,4,80,2,23,6,2,23,14,6,5
754,36.0,No,Travel_Rarely,467,Research & Development,22,4,Medical,1,3,Male,34,3,5,Healthcare Representative,2,Single,13025.0,22294,1,Y,Yes,23,4,2,80,2,17,3,4,17,6,5,1
755,18.0,No,Travel_Rarely,900,Sales,14,5,Life Sciences,1,3,Male,41,3,4,Manager,2,Single,16112.0,6651,5,Y,No,18,3,1,80,1,34,3,4,34,18,7,4
756,22.0,No,Travel_Rarely,1330,Research & Development,12,3,Human Resources,1,4,Male,64,3,4,Research Scientist,3,Married,8483.0,2352,4,Y,No,11,3,4,80,0,36,5,1,36,29,6,26
757,44.0,No,Travel_Rarely,1185,Research & Development,13,2,Technical Degree,1,3,Male,70,2,5,Laboratory Technician,4,Single,2126.0,19647,1,Y,No,24,3,3,80,3,18,5,4,18,10,0,8
758,33.0,Yes,Travel_Rarely,418,Research & Development,14,2,Marketing,1,1,Female,92,1,4,Research Director,2,Married,4463.0,20210,8,Y,Yes,21,3,2,80,0,23,0,1,23,22,2,10
759,23.0,No,Travel_Rarely,923,Research & Development,25,3,Medical,1,4,Male,71,1,2,Research Scientist,1,Divorced,2749.0,6378,6,Y,No,12,3,2,80,2,33,1,4,33,13,8,5
760,57.0,No,Travel_Rarely,650,Research & Development,12,2,Life Sciences,1,3,Male,94,1,4,Healthcare Representative,4,Divorced,1385.0,19989,2,Y,No,16,3,3,80,0,21,6,4,21,12,3,2
761,30.0,No,Non-Travel,159,Sales,23,3,Technical Degree,1,1,Male,94,1,5,Sales Executive,4,Single,8634.0,5398,6,Y,No,15,3,3,80,3,3,2,3,3,3,10,2
762,52.0,No,Travel_Rarely,1228,Research & Development,27,1,Medical,1,1,Female,72,4,4,Laboratory Technician,3,Married,9291.0,22935,5,Y,No,25,3,4,80,0,9,6,4,9,9,11,4
763,36.0,Yes,Travel_Rarely,1362,Sales,13,4,Other,1,4,Male,89,3,4,Sales Representative,1,Married,12410.0,5006,6,Y,Yes,21,3,3,80,2,1,4,2,1,0,10,0
764,29.0,No,Travel_Rarely,226,Research & Development,24,4,Human Resources,1,1,Female,49,4,3,Manufacturing Director,1,Divorced,5453.0,3004,3,Y,Yes,17,3,2,80,3,7,0,3,7,0,12,0
765,33.0,No,Travel_Rarely,182,Sales,6,5,Other,1,4,Male,92,4,3,Sales Executive,4,Single,19694.0,16812,9,Y,No,19,3,3,80,0,32,4,1,32,8,12,7
766,60.0,Yes,Travel_Frequently,1343,Research & Development,27,2,Human Resources,1,1,Female,53,2,5,Manufacturing Director,2,Single,4373.0,7967,7,Y,No,24,3,1,80,0,37,4,2,37,11,13,8
767,27.0,Yes,Non-Travel,1045,Research & Development,21,5,Technical Degree,1,4,Male,64,2,2,Research Scientist,2,Single,10860.0,8428,7,Y,No,14,3,2,80,3,27,3,1,27,9,13,7
768,42.0,No,Non-Travel,685,Research & Development,15,1,Other,1,4,Male,70,1,1,Manager,1,Married,15232.0,4078,6,Y,No,18,3,3,80,2,9,0,1,9,5,13,2
769,37.0,No,Non-Travel,746,Research & Development,28,4,Human Resources,1,4,Male,45,4,1,Manager,4,Single,7903.0,20879,6,Y,No,14,3,2,80,3,0,0,2,0,0,14,0
770,48.0,No,Travel_Frequently,989,Research & Development,22,1,Marketing,1,4,Male,35,4,5,Manager,4,Divorced,14738.0,4261,9,Y,No,13,3,4,80,2,33,5,1,33,33,11,23
771,21.0,No,Travel_Rarely,673,Sales,23,1,Technical Degree,1,1,Male,49,3,2,Sales Executive,4,Married,15599.0,3737,7,Y,Yes,22,3,1,80,0,2,2,3,2,2,2,1
772,40.0,No,Travel_Rarely,612,Research & Development,16,2,Human Resources,1,4,Male,85,4,2,Manager,3,Single,13849.0,5096,0,Y,No,12,3,4,80,3,8,1,2,8,3,4,0
773,19.0,No,Non-Travel,1202,Sales,9,1,Life Sciences,1,3,Female,37,2,2,Sales Executive,1,Married,7900.0,9927,5,Y,No,18,3,1,80,2,4,4,1,4,0,7,0
774,39.0,Yes,Travel_Rarely,164,Research & Development,8,4,Human Resources,1,1,Female,35,4,3,Manufacturing Director,1,Single,5519.0,4444,1,Y,Yes,25,3,3,80,3,9,6,1,9,2,0,2
775,54.0,No,Travel_Rarely,282,Research & Development,5,5,Other,1,4,Male,37,2,5,Research Director,2,Divorced,13186.0,18720,0,Y,No,21,3,2,80,0,11,2,4,11,5,1,3
776,25.0,Yes,Travel_Rarely,1189,Sales,15,4,Marketing,1,1,Male,91,1,1,Manager,2,Divorced,19999.0,21367,9,Y,No,18,3,3,80,3,17,6,4,17,1,12,1
777,24.0,No,Travel_Rarely,934,Sales,7,2,Medical,1,1,Male,43,2,2,Sales Executive,1,Divorced,8506.0,11159,6,Y,No,21,3,4,80,0,20,5,1,20,14,6,14
778,31.0,Yes,Non-Travel,1331,Research & Development,24,4,Medical,1,1,Female,32,1,5,Manufacturing Director,1,Divorced,5028.0,25382,5,Y,No,22,3,2,80,0,20,2,2,20,16,12,8
779,20.0,No,Travel_Rarely,153,Research & Development,17,3,Human Resources,1,1,Male,31,3,1,Laboratory Technician,2,Single,10680.0,23382,4,Y,No,13,4,3,80,0,0,4,3,0,0,0,0
780,33.0,Yes,Travel_Rarely,1344,Research & Development,16,5,Medical,1,4,Female,51,1,3,Manufacturing Director,1,Single,18381.0,10863,4,Y,Yes,11,3,3,80,2,2,3,1,2,0,12,0
781,36.0,Yes,Non-Travel,335,Research & Development,24,3,Human Resources,1,1,Male,99,4,4,Manager,2,Married,17738.0,15056,8,Y,No,23,4,2,80,2,4,3,1,4,1,15,0
782,35.0,Yes,Travel_Rarely,988,Research & Development,11,3,Marketing,1,3,Male,35,2,1,Laboratory Technician,1,Divorced,6029.0,12862,8,Y,No,16,3,2,80,1,24,4,1,24,9,12,2
783,33.0,No,Travel_Rarely,711,Sales,7,2,Medical,1,1,Female,79,1,1,Manager,3,Single,15001.0,12798,5,Y,No,15,3,4,80,2,7,5,4,7,1,12,1
784,25.0,Yes,Travel_Rarely,1058,Research & Development,11,1,Other,1,1,Female,73,1,1,Research Director,3,Single,3019.0,10187,2,Y,Yes,18,3,1,80,1,16,5,2,16,9,13,9
785,50.0,Yes,Travel_Rarely,537,Sales,28,3,Other,1,3,Male,37,1,4,Sales Executive,4,Divorced,17972.0,20979,6,Y,Yes,25,3,1,80,3,8,0,1,8,8,13,2
786,29.0,Yes,Non-Travel,1103,Human Resources,28,4,Life Sciences,1,4,Male,53,1,2,Manager,1,Single,16552.0,4970,3,Y,No,16,4,2,80,0,31,1,4,31,27,10,16
787,28.0,Yes,Travel_Rarely,1226,Research & Development,2,1,Human Resources,1,3,Female,56,1,4,Research Director,2,Married,1283.0,5269,4,Y,No,14,3,1,80,2,5,6,1,5,2,13,2
788,22.0,No,Travel_Rarely,793,Research & Development,2,4,Medical,1,2,Male,82,1,1,Healthcare Representative,1,Married,12562.0,18862,6,Y,No,20,4,4,80,0,39,3,1,39,32,4,20
789,44.0,No,Non-Travel,1062,Research & Development,28,4,Other,1,3,Female,80,2,3,Research Scientist,1,Single,10301.0,19227,6,Y,No,20,3,1,80,1,20,1,2,20,3,9,1
790,29.0,No,Travel_Rarely,1231,Human Resources,6,1,Marketing,1,4,Male,57,4,1,Human Resources,4,Single,12551.0,3625,9,Y,No,22,3,2,80,2,6,2,4,6,2,7,2
791,34.0,No,Non-Travel,623,Sales,3,1,Marketing,1,3,Female,88,4,3,Sales Representative,2,Married,14189.0,20264,7,Y,No,25,4,4,80,2,6,6,3,6,1,14,0
792,23.0,No,Travel_Rarely,503,Research & Development,1,4,Life Sciences,1,1,Female,98,1,5,Research Director,1,Married,18715.0,26685,0,Y,No,22,3,2,80,2,38,6,2,38,11,5,1
793,50.0,No,Non-Travel,442,Research & Development,24,2,Marketing,1,4,Male,54,2,3,Healthcare Representative,2,Divorced,1289.0,22876,4,Y,No,21,4,4,80,2,26,6,3,26,17,2,16
794,22.0,Yes,Non-Travel,899,Research & Development,23,5,Marketing,1,2,Female,73,1,1,Manager,1,Married,14572.0,5480,8,Y,Yes,12,3,4,80,0,7,2,4,7,6,6,1
795,45.0,No,Travel_Rarely,1450,Sales,20,5,Medical,1,4,Male,76,3,4,Sales Representative,4,Single,2240.0,10542,6,Y,No,18,3,2,80,2,8,4,4,8,3,2,2
796,31.0,No,Non-Travel,313,Research & Development,16,2,Human Resources,1,1,Male,42,4,1,Healthcare Representative,2,Married,13805.0,17860,1,Y,No,15,3,3,80,1,27,4,3,27,5,11,0
797,22.0,No,Travel_Rarely,1123,Human Resources,14,1,Technical Degree,1,2,Male,82,1,1,Manager,1,Married,10269.0,5042,0,Y,No,22,4,2,80,2,14,4,4,14,4,4,2
798,50.0,No,Non-Travel,421,Research & Development,17,4,Marketing,1,4,Male,82,2,5,Laboratory Technician,3,Single,16820.0,21220,7,Y,Yes,25,3,4,80,1,1,6,2,1,1,15,0
799,58.0,No,Travel_Rarely,1201,Research & Development,18,5,Marketing,1,4,Female,66,4,2,Manufacturing Director,2,Divorced,11744.0,26462,8,Y,No,18,3,2,80,1,6,5,1,6,1,6,1
800,36.0,No,Non-Travel,1178,Human Resources,25,4,Technical Degree,1,1,Male,92,2,1,Human Resources,4,Single,1532.0,26258,9,Y,No,25,3,2,80,0,17,3,3,17,1,1,0
801,39.0,No,Non-Travel,883,Research & Development,4,2,Marketing,1,3,Male,95,3,5,Research Scientist,3,Single,11750.0,8564,4,Y,No,15,3,4,80,2,21,1,1,21,8,9,7
802,22.0,No,Travel_Rarely,955,Sales,3,4,Medical,1,3,Male,69,1,4,Sales Representative,2,Single,12531.0,22012,5,Y,Yes,16,3,1,80,1,9,2,3,9,9,3,4
803,19.0,No,Travel_Rarely,1194,Research & Development,8,2,Medical,1,2,Male,90,3,5,Research Scientist,2,Married,11870.0,23401,1,Y,No,23,3,4,80,2,32,1,1,32,23,1,23
804,47.0,No,Travel_Rarely,1191,Research & Development,4,1,Technical Degree,1,1,Male,35,4,5,Manager,2,Married,11312.0,12233,4,Y,No,25,3,2,80,0,6,3,1,6,0,6,0
805,56.0,Yes,Travel_Rarely,279,Research & Development,23,2,Other,1,1,Female,54,1,3,Manager,2,Married,11358.0,26686,3,Y,No,20,3,4,80,0,2,6,2,2,0,2,0
806,21.0,Yes,Non-Travel,479,Research & Development,15,2,Marketing,1,3,Female,75,4,2,Healthcare Representative,1,Married,17559.0,25990,7,Y,Yes,24,3,4,80,2,13,1,1,13,12,8,6
807,50.0,Yes,Travel_Rarely,1032,Human Resources,13,5,Other,1,3,Female,60,1,2,Manager,1,Divorced,11196.0,19585,7,Y,No,15,3,1,80,1,35,6,3,35,35,10,11
808,30.0,No,Non-Travel,549,Human Resources,14,4,Marketing,1,2,Male,92,2,4,Manager,2,Single,5456.0,13170,4,Y,Yes,21,3,3,80,3,12,1,1,12,1,5,1
809,37.0,Yes,Travel_Rarely,1384,Research & Development,14,5,Human Resources,1,3,Male,97,4,5,Research Scientist,4,Single,1995.0,16073,7,Y,Yes,13,3,2,80,3,15,5,4,15,11,0,6
810,24.0,Yes,Travel_Rarely,230,Sales,5,3,Marketing,1,2,Male,68,3,4,Manager,1,Single,15533.0,12567,5,Y,No,20,4,2,80,0,15,4,1,15,14,9,5
811,32.0,Yes,Travel_Rarely,1357,Human Resources,5,2,Medical,1,4,Male,65,3,4,Manager,2,Single,13941.0,24387,9,Y,No,18,3,1,80,1,4,5,1,4,0,7,0
812,40.0,Yes,Travel_Frequently,1003,Research & Development,27,3,Life Sciences,1,2,Male,36,2,2,Research Scientist,2,Married,10265.0,2010,5,Y,No,13,3,4,80,3,24,5,4,24,8,12,2
813,31.0,No,Non-Travel,1277,Sales,22,5,Life Sciences,1,2,Male,95,2,2,Sales Executive,4,Married,6688.0,17611,3,Y,No,14,4,3,80,1,37,6,4,37,18,6,8
814,40.0,Yes,Travel_Frequently,429,Human Resources,28,4,Life Sciences,1,2,Male,84,3,2,Manager,4,Divorced,7200.0,18007,9,Y,No,16,3,2,80,2,37,1,3,37,16,0,11
815,36.0,No,Travel_Rarely,736,Research & Development,13,5,Life Sciences,1,4,Female,71,2,1,Healthcare Representative,4,Single,1422.0,11781,2,Y,No,12,3,3,80,0,37,1,4,37,1,2,1
816,46.0,Yes,Travel_Rarely,152,Research & Development,4,4,Other,1,3,Male,56,1,5,Laboratory Technician,3,Single,19999.0,19885,8,Y,Yes,24,4,3,80,2,38,5,4,38,4,2,4
817,37.0,No,Non-Travel,567,Research & Development,18,4,Other,1,2,Male,31,3,4,Manager,2,Married,9688.0,26704,4,Y,No,17,3,4,80,2,40,1,3,40,38,13,24
818,46.0,No,Travel_Rarely,739,Research & Development,6,1,Marketing,1,3,Male,99,4,5,Manager,4,Single,1463.0,9905,9,Y,No,15,4,4,80,2,25,5,3,25,21,2,20
819,41.0,No,Travel_Frequently,512,Sales,29,2,Other,1,2,Male,33,3,4,Manager,2,Married,13103.0,5603,9,Y,No,22,3,4,80,1,12,0,1,12,12,14,7
820,35.0,No,Travel_Rarely,1137,Research & Development,5,5,Marketing,1,3,Female,50,2,4,Manufacturing Director,1,Divorced,15024.0,22579,3,Y,No,20,3,2,80,3,25,5,2,25,15,6,6
821,27.0,Yes,Travel_Rarely,595,Research & Development,3,4,Human Resources,1,2,Male,30,1,4,Healthcare Representative,2,Married,13794.0,2289,5,Y,No,23,3,3,80,2,0,2,3,0,0,5,0
822,58.0,No,Travel_Frequently,467,Sales,20,5,Marketing,1,3,Male,67,4,4,Sales Representative,2,Married,14012.0,7688,3,Y,No,15,3,3,80,0,7,2,4,7,7,10,0
823,25.0,No,Travel_Rarely,638,Research & Development,3,5,Life Sciences,1,1,Male,89,3,3,Laboratory Technician,3,Married,16563.0,9393,5,Y,No,15,3,2,80,1,3,1,1,3,0,11,0
824,43.0,No,Travel_Rarely,736,Research & Development,3,4,Technical Degree,1,4,Male,43,3,3,Manager,1,Single,16376.0,11868,9,Y,Yes,23,3,1,80,3,20,5,4,20,6,1,6
825,46.0,No,Travel_Rarely,614,Research & Development,20,3,Technical Degree,1,2,Male,46,4,1,Laboratory Technician,1,Married,14234.0,15436,7,Y,No,23,3,4,80,2,21,5,3,21,19,15,19
826,27.0,Yes,Non-Travel,580,Human Resources,2,2,Medical,1,4,Female,76,1,2,Human Resources,3,Single,2002.0,9605,7,Y,No,12,3,2,80,0,36,4,2,36,7,4,3
827,34.0,No,Non-Travel,513,Research & Development,20,2,Medical,1,2,Female,85,2,4,Research Director,4,Single,6096.0,13827,5,Y,Yes,21,3,4,80,2,2,6,1,2,2,5,2
828,19.0,No,Travel_Rarely,327,Research & Development,26,1,Marketing,1,1,Female,82,2,5,Manager,4,Married,11234.0,21077,0,Y,Yes,23,4,3,80,3,18,4,3,18,10,11,7
829,23.0,Yes,Travel_Rarely,236,Research & Development,27,1,Technical Degree,1,1,Male,47,2,3,Healthcare Representative,2,Divorced,13730.0,14985,0,Y,No,25,3,2,80,3,0,4,3,0,0,1,0
830,22.0,No,Travel_Rarely,1363,Research & Development,18,1,Life Sciences,1,4,Female,98,2,2,Research Scientist,3,Married,3075.0,14014,2,Y,No,25,3,1,80,2,28,5,4,28,14,14,5
831,45.0,No,Non-Travel,890,Sales,10,2,Other,1,2,Male,77,4,1,Sales Executive,4,Married,7512.0,10374,1,Y,No,22,4,4,80,2,22,5,2,22,17,13,9
832,58.0,Yes,Travel_Frequently,934,Research & Development,24,3,Life Sciences,1,3,Male,38,1,2,Healthcare Representative,1,Divorced,4996.0,18734,0,Y,Yes,20,3,3,80,1,32,2,3,32,11,0,6
833,22.0,No,Non-Travel,571,Sales,26,2,Life Sciences,1,2,Female,83,1,4,Manager,3,Divorced,9620.0,21970,0,Y,No,19,4,3,80,3,40,3,4,40,14,3,6
834,35.0,Yes,Travel_Rarely,617,Sales,21,2,Marketing,1,3,Male,64,3,2,Sales Representative,4,Married,2419.0,24299,5,Y,No,13,3,1,80,3,22,1,1,22,22,13,3
835,43.0,Yes,Travel_Rarely,404,Research & Development,29,2,Marketing,1,4,Male,75,3,4,Laboratory Technician,1,Single,13758.0,7584,6,Y,Yes,22,3,1,80,2,4,2,4,4,1,14,0
836,37.0,Yes,Non-Travel,754,Research & Development,7,2,Human Resources,1,4,Female,30,1,3,Manufacturing Director,3,Divorced,17847.0,14965,7,Y,Yes,17,3,4,80,0,6,4,1,6,6,11,6
837,58.0,No,Non-Travel,280,Human Resources,27,3,Life Sciences,1,1,Male,70,3,3,Human Resources,2,Single,18251.0,21233,2,Y,No,15,3,3,80,2,5,2,4,5,3,3,3
838,44.0,Yes,Travel_Rarely,129,Research & Development,20,1,Life Sciences,1,3,Male,61,1,4,Research Director,2,Married,10803.0,22819,0,Y,No,20,4,1,80,2,21,2,2,21,8,3,3
839,29.0,No,Travel_Rarely,1071,Research & Development,26,5,Marketing,1,2,Male,69,4,5,Healthcare Representative,1,Single,9542.0,8404,4,Y,No,20,3,2,80,3,12,2,4,12,7,0,0
840,24.0,No,Travel_Rarely,864,Research & Development,22,1,Marketing,1,1,Female,40,4,3,Laboratory Technician,4,Married,10172.0,14159,7,Y,No,15,3,1,80,1,11,4,2,11,2,2,2
841,20.0,No,Travel_Rarely,139,Sales,29,1,Human Resources,1,4,Female,91,2,5,Sales Executive,4,Single,13410.0,15499,3,Y,Yes,25,3,2,80,2,3,3,2,3,2,6,2
842,27.0,No,Travel_Rarely,286,Research & Development,28,5,Human Resources,1,1,Female,75,1,4,Manufacturing Director,3,Married,8500.0,22311,1,Y,No,14,3,3,80,0,7,0,1,7,7,3,0
843,51.0,No,Non-Travel,418,Sales,14,2,Medical,1,2,Male,77,4,4,Manager,1,Married,12797.0,24898,8,Y,No,20,3,4,80,0,36,1,4,36,33,1,25
844,42.0,No,Travel_Rarely,1350,Human Resources,10,3,Technical Degree,1,2,Male,72,1,3,Manager,4,Single,11204.0,25824,8,Y,Yes,16,3,3,80,2,30,1,4,30,24,7,3
845,52.0,Yes,Travel_Rarely,831,Sales,20,3,Life Sciences,1,4,Male,80,3,5,Manager,2,Married,17097.0,24200,2,Y,No,17,4,3,80,0,36,6,4,36,3,10,2
846,33.0,No,Travel_Rarely,991,Research & Development,16,1,Life Sciences,1,1,Male,90,1,4,Laboratory Technician,1,Divorced,4039.0,16110,6,Y,No,17,3,3,80,0,25,2,2,25,5,0,5
