EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_Label,PerformanceRating_Label,JobSatisfaction_Label,EnvironmentSatisfaction_Label,WorkLifeBalance_Label,TenureBucket,AgeGroup,IncomeBand,AttritionFlag,SatisfactionIndex,HighRisk,AttritionProb,RiskTier
723,23,No,Travel_Rarely,1345,Sales,24,5,Technical Degree,1,Male,40,2,5,Sales Representative,4,Divorced,19234,18711,6,No,19,3,3,3,17,6,4,17,2,1,2,Doctor,Excellent,Very High,Low,Very High,10-20 yrs,18-25,15K+,0,3.0,0,0.2827,Low
724,23,Yes,Travel_Rarely,1405,Research & Development,12,4,Medical,1,Male,83,1,2,Research Director,3,Married,18472,11543,9,Yes,11,4,2,0,17,2,3,17,5,9,1,Master,Outstanding,High,Low,High,10-20 yrs,18-25,15K+,1,2.25,1,0.6162,High
725,37,Yes,Non-Travel,471,Research & Development,1,1,Medical,1,Female,59,4,5,Healthcare Representative,2,Single,7639,4289,8,Yes,21,3,4,1,0,6,2,0,0,0,0,Below College,Excellent,Medium,Low,Medium,<1 yr,36-45,6K-10K,1,2.25,1,0.7039,High
726,20,Yes,Travel_Rarely,228,Research & Development,4,4,Human Resources,2,Female,95,1,1,Manufacturing Director,2,Single,17971,19749,0,No,18,4,4,3,13,3,4,13,13,0,8,Master,Outstanding,Medium,Medium,Very High,10-20 yrs,18-25,15K+,1,3.0,1,0.4187,Medium
727,34,No,Travel_Rarely,319,Sales,23,5,Medical,3,Male,94,4,3,Sales Executive,3,Single,19999,13354,8,No,16,3,4,0,7,1,3,7,6,7,0,Doctor,Excellent,High,High,High,6-10 yrs,26-35,15K+,0,3.25,0,0.3445,Medium
728,29,Yes,Travel_Rarely,1296,Research & Development,13,1,Other,4,Female,87,2,5,Healthcare Representative,1,Single,1577,13291,4,No,22,3,2,2,1,2,3,1,1,2,0,Below College,Excellent,Low,Very High,High,<1 yr,26-35,<3K,1,2.5,1,0.7019,High
729,18,Yes,Travel_Rarely,571,Sales,27,3,Medical,4,Male,86,2,1,Sales Representative,1,Married,1360,19792,5,No,11,3,3,2,14,5,4,14,10,14,4,Bachelor,Excellent,Low,Very High,Very High,10-20 yrs,18-25,<3K,1,3.0,1,0.5864,Medium
730,34,No,Travel_Rarely,1087,Sales,17,1,Other,3,Female,66,2,5,Manager,3,Single,2905,11702,7,No,24,3,3,1,33,5,2,33,10,10,3,Below College,Excellent,High,High,Medium,20+ yrs,26-35,<3K,0,2.75,0,0.3224,Medium
731,20,Yes,Travel_Rarely,707,Sales,19,2,Marketing,2,Female,83,3,2,Sales Executive,2,Single,3770,2219,1,Yes,14,3,3,0,35,4,2,35,8,2,5,College,Excellent,Medium,Medium,Medium,20+ yrs,18-25,3K-6K,1,2.25,1,0.7108,High
732,43,Yes,Travel_Rarely,1175,Research & Development,19,1,Medical,1,Male,98,3,5,Research Scientist,1,Single,4758,8407,6,Yes,13,3,3,3,0,3,3,0,0,8,0,Below College,Excellent,Low,Low,High,<1 yr,36-45,3K-6K,1,2.0,1,0.7031,High
733,32,No,Travel_Rarely,193,Research & Development,22,3,Life Sciences,3,Male,53,4,2,Laboratory Technician,3,Single,16346,12360,3,No,17,3,4,2,20,5,1,20,5,12,0,Bachelor,Excellent,High,High,Low,10-20 yrs,26-35,15K+,0,2.75,0,0.3541,Medium
734,53,No,Travel_Rarely,1144,Research & Development,5,4,Other,4,Male,92,1,2,Healthcare Representative,2,Single,18209,17405,8,No,17,3,2,2,0,4,2,0,0,5,0,Master,Excellent,Medium,Very High,Medium,<1 yr,46-55,15K+,0,2.5,1,0.4423,Medium
735,49,Yes,Travel_Rarely,205,Research & Development,28,1,Other,2,Male,80,4,1,Research Scientist,1,Single,15206,15591,5,Yes,16,3,1,0,31,3,2,31,31,3,21,Below College,Excellent,Low,Medium,Medium,20+ yrs,46-55,15K+,1,1.5,1,0.4462,Medium
736,49,No,Travel_Rarely,1323,Research & Development,11,1,Technical Degree,4,Female,44,1,4,Manufacturing Director,1,Married,10496,5239,6,No,24,3,2,3,19,2,4,19,14,3,0,Below College,Excellent,Low,Very High,Very High,10-20 yrs,46-55,10K-15K,0,2.75,1,0.333,Medium
737,21,No,Travel_Rarely,1475,Research & Development,7,1,Marketing,1,Male,76,2,5,Healthcare Representative,3,Married,15311,19653,5,No,20,3,3,2,35,2,1,35,5,6,5,Below College,Excellent,High,Low,Low,20+ yrs,18-25,15K+,0,2.0,0,0.42,Medium
738,35,No,Travel_Rarely,1404,Research & Development,3,1,Medical,3,Male,75,1,3,Manufacturing Director,2,Single,7054,9542,7,No,24,3,3,2,38,4,1,38,0,5,0,Below College,Excellent,Medium,High,Low,20+ yrs,26-35,6K-10K,0,2.25,1,0.5068,Medium
739,36,No,Travel_Rarely,1405,Research & Development,11,3,Life Sciences,1,Male,59,3,2,Manufacturing Director,1,Married,6119,14567,5,Yes,20,3,2,1,29,2,3,29,24,1,13,Bachelor,Excellent,Low,Low,High,20+ yrs,36-45,6K-10K,0,1.75,1,0.3858,Medium
740,60,No,Travel_Rarely,711,Research & Development,17,5,Technical Degree,2,Male,49,1,4,Research Scientist,3,Married,16743,22201,6,No,22,3,2,3,6,4,4,6,3,8,0,Doctor,Excellent,High,Medium,Very High,3-6 yrs,55+,15K+,0,2.75,0,0.2813,Low
741,52,Yes,Travel_Rarely,948,Research & Development,11,5,Marketing,3,Male,86,1,2,Healthcare Representative,1,Single,19080,25573,7,Yes,18,3,4,2,21,0,4,21,14,1,7,Doctor,Excellent,Low,High,Very High,20+ yrs,46-55,15K+,1,3.0,1,0.6163,High
742,57,Yes,Travel_Rarely,1368,Research & Development,15,1,Other,1,Male,78,2,4,Manager,2,Single,1579,8857,0,No,17,3,3,0,9,6,2,9,1,7,1,Below College,Excellent,Medium,Low,Medium,6-10 yrs,55+,<3K,1,2.0,1,0.675,High
743,31,No,Travel_Rarely,1047,Research & Development,19,3,Life Sciences,1,Female,85,2,4,Research Director,4,Married,17265,2067,9,No,14,3,2,2,7,3,3,7,0,3,0,Bachelor,Excellent,Very High,Low,High,6-10 yrs,26-35,15K+,0,2.5,0,0.3306,Medium
744,50,No,Travel_Rarely,953,Research & Development,8,3,Medical,1,Male,85,3,3,Research Scientist,1,Married,5318,11863,3,No,17,3,3,3,26,4,2,26,2,9,1,Bachelor,Excellent,Low,Low,Medium,20+ yrs,46-55,3K-6K,0,1.75,1,0.4552,Medium
745,31,No,Travel_Rarely,528,Sales,16,1,Human Resources,2,Male,54,1,4,Sales Executive,2,Single,2650,25609,5,No,25,3,2,1,9,3,1,9,2,0,0,Below College,Excellent,Medium,Medium,Low,6-10 yrs,26-35,<3K,0,1.75,1,0.5456,Medium
746,51,Yes,Non-Travel,1161,Research & Development,21,2,Human Resources,1,Female,38,1,3,Manager,1,Single,16353,23767,0,Yes,11,3,3,2,13,0,4,13,4,15,3,College,Excellent,Low,Low,Very High,10-20 yrs,46-55,15K+,1,2.25,1,0.7007,High
747,21,No,Travel_Rarely,401,Research & Development,15,1,Marketing,4,Male,51,1,1,Healthcare Representative,4,Divorced,15849,4012,3,Yes,13,3,2,0,10,3,3,10,0,0,0,Below College,Excellent,Very High,Very High,High,6-10 yrs,18-25,15K+,0,3.25,1,0.427,Medium
748,41,No,Non-Travel,738,Research & Development,3,2,Life Sciences,3,Female,66,2,2,Healthcare Representative,4,Single,8772,21453,5,No,12,3,3,2,5,4,2,5,4,8,2,College,Excellent,Very High,High,Medium,3-6 yrs,36-45,6K-10K,0,3.0,0,0.2934,Low
749,46,No,Non-Travel,170,Human Resources,24,1,Technical Degree,3,Female,57,3,3,Manager,1,Single,9040,26050,6,Yes,17,3,1,0,20,6,2,20,16,3,5,Below College,Excellent,Low,High,Medium,10-20 yrs,46-55,6K-10K,0,1.75,1,0.384,Medium
750,36,Yes,Travel_Rarely,745,Research & Development,6,2,Life Sciences,1,Male,43,1,2,Manufacturing Director,3,Divorced,14443,2290,5,Yes,19,3,4,3,32,6,1,32,0,0,0,College,Excellent,High,Low,Low,20+ yrs,36-45,10K-15K,1,2.25,1,0.4947,Medium
751,23,No,Travel_Rarely,624,Sales,3,2,Other,2,Male,59,1,5,Manager,1,Divorced,12720,8312,3,No,15,3,1,1,18,2,4,18,6,2,3,College,Excellent,Low,Medium,Very High,10-20 yrs,18-25,10K-15K,0,2.0,1,0.4622,Medium
752,50,No,Non-Travel,273,Human Resources,5,1,Human Resources,4,Male,68,1,1,Manager,2,Married,6131,26111,6,No,19,4,4,3,38,6,1,38,25,2,17,Below College,Outstanding,Medium,Very High,Low,20+ yrs,46-55,6K-10K,0,2.75,1,0.2429,Low
753,57,Yes,Non-Travel,189,Research & Development,1,2,Marketing,4,Male,86,1,5,Manager,3,Married,12943,5679,9,No,22,3,4,2,23,6,2,23,14,6,5,College,Excellent,High,Very High,Medium,20+ yrs,55+,10K-15K,1,3.25,1,0.5261,Medium
754,36,No,Travel_Rarely,467,Research & Development,22,4,Medical,3,Male,34,3,5,Healthcare Representative,2,Single,13025,22294,1,Yes,23,4,2,2,17,3,4,17,6,5,1,Master,Outstanding,Medium,High,Very High,10-20 yrs,36-45,10K-15K,0,2.75,1,0.5106,Medium
755,18,No,Travel_Rarely,900,Sales,14,5,Life Sciences,3,Male,41,3,4,Manager,2,Single,16112,6651,5,No,18,3,1,1,34,3,4,34,18,7,4,Doctor,Excellent,Medium,High,Very High,20+ yrs,18-25,15K+,0,2.5,1,0.3217,Medium
756,22,No,Travel_Rarely,1330,Research & Development,12,3,Human Resources,4,Male,64,3,4,Research Scientist,3,Married,8483,2352,4,No,11,3,4,0,36,5,1,36,29,6,26,Bachelor,Excellent,High,Very High,Low,20+ yrs,18-25,6K-10K,0,3.0,0,0.2516,Low
757,44,No,Travel_Rarely,1185,Research & Development,13,2,Technical Degree,3,Male,70,2,5,Laboratory Technician,4,Single,2126,19647,1,No,24,3,3,3,18,5,4,18,10,0,8,College,Excellent,Very High,High,Very High,10-20 yrs,36-45,<3K,0,3.5,0,0.3099,Medium
758,33,Yes,Travel_Rarely,418,Research & Development,14,2,Marketing,1,Female,92,1,4,Research Director,2,Married,4463,20210,8,Yes,21,3,2,0,23,0,1,23,22,2,10,College,Excellent,Medium,Low,Low,20+ yrs,26-35,3K-6K,1,1.5,1,0.6622,High
759,23,No,Travel_Rarely,923,Research & Development,25,3,Medical,4,Male,71,1,2,Research Scientist,1,Divorced,2749,6378,6,No,12,3,2,2,33,1,4,33,13,8,5,Bachelor,Excellent,Low,Very High,Very High,20+ yrs,18-25,<3K,0,2.75,1,0.3655,Medium
760,57,No,Travel_Rarely,650,Research & Development,12,2,Life Sciences,3,Male,94,1,4,Healthcare Representative,4,Divorced,1385,19989,2,No,16,3,3,0,21,6,4,21,12,3,2,College,Excellent,Very High,High,Very High,20+ yrs,55+,<3K,0,3.5,0,0.3414,Medium
761,30,No,Non-Travel,159,Sales,23,3,Technical Degree,1,Male,94,1,5,Sales Executive,4,Single,8634,5398,6,No,15,3,3,3,3,2,3,3,3,10,2,Bachelor,Excellent,Very High,Low,High,1-3 yrs,26-35,6K-10K,0,2.75,0,0.3486,Medium
762,52,No,Travel_Rarely,1228,Research & Development,27,1,Medical,1,Female,72,4,4,Laboratory Technician,3,Married,9291,22935,5,No,25,3,4,0,9,6,4,9,9,11,4,Below College,Excellent,High,Low,Very High,6-10 yrs,46-55,6K-10K,0,3.0,0,0.309,Medium
763,36,Yes,Travel_Rarely,1362,Sales,13,4,Other,4,Male,89,3,4,Sales Representative,1,Married,12410,5006,6,Yes,21,3,3,2,1,4,2,1,0,10,0,Master,Excellent,Low,Very High,Medium,<1 yr,36-45,10K-15K,1,2.5,1,0.5443,Medium
764,29,No,Travel_Rarely,226,Research & Development,24,4,Human Resources,1,Female,49,4,3,Manufacturing Director,1,Divorced,5453,3004,3,Yes,17,3,2,3,7,0,3,7,0,12,0,Master,Excellent,Low,Low,High,6-10 yrs,26-35,3K-6K,0,1.75,1,0.607,High
765,33,No,Travel_Rarely,182,Sales,6,5,Other,4,Male,92,4,3,Sales Executive,4,Single,19694,16812,9,No,19,3,3,0,32,4,1,32,8,12,7,Doctor,Excellent,Very High,Very High,Low,20+ yrs,26-35,15K+,0,3.0,0,0.4027,Medium
766,60,Yes,Travel_Frequently,1343,Research & Development,27,2,Human Resources,1,Female,53,2,5,Manufacturing Director,2,Single,4373,7967,7,No,24,3,1,0,37,4,2,37,11,13,8,College,Excellent,Medium,Low,Medium,20+ yrs,55+,3K-6K,1,1.5,1,0.6407,High
767,27,Yes,Non-Travel,1045,Research & Development,21,5,Technical Degree,4,Male,64,2,2,Research Scientist,2,Single,10860,8428,7,No,14,3,2,3,27,3,1,27,9,13,7,Doctor,Excellent,Medium,Very High,Low,20+ yrs,26-35,10K-15K,1,2.25,1,0.4408,Medium
768,42,No,Non-Travel,685,Research & Development,15,1,Other,4,Male,70,1,1,Manager,1,Married,15232,4078,6,No,18,3,3,2,9,0,1,9,5,13,2,Below College,Excellent,Low,Very High,Low,6-10 yrs,36-45,15K+,0,2.25,1,0.3724,Medium
769,37,No,Non-Travel,746,Research & Development,28,4,Human Resources,4,Male,45,4,1,Manager,4,Single,7903,20879,6,No,14,3,2,3,0,0,2,0,0,14,0,Master,Excellent,Very High,Very High,Medium,<1 yr,36-45,6K-10K,0,3.0,0,0.3834,Medium
770,48,No,Travel_Frequently,989,Research & Development,22,1,Marketing,4,Male,35,4,5,Manager,4,Divorced,14738,4261,9,No,13,3,4,2,33,5,1,33,33,11,23,Below College,Excellent,Very High,Very High,Low,20+ yrs,46-55,10K-15K,0,3.25,0,0.2532,Low
771,21,No,Travel_Rarely,673,Sales,23,1,Technical Degree,1,Male,49,3,2,Sales Executive,4,Married,15599,3737,7,Yes,22,3,1,0,2,2,3,2,2,2,1,Below College,Excellent,Very High,Low,High,1-3 yrs,18-25,15K+,0,2.25,1,0.3897,Medium
772,40,No,Travel_Rarely,612,Research & Development,16,2,Human Resources,4,Male,85,4,2,Manager,3,Single,13849,5096,0,No,12,3,4,3,8,1,2,8,3,4,0,College,Excellent,High,Very High,Medium,6-10 yrs,36-45,10K-15K,0,3.25,0,0.2762,Low
773,19,No,Non-Travel,1202,Sales,9,1,Life Sciences,3,Female,37,2,2,Sales Executive,1,Married,7900,9927,5,No,18,3,1,2,4,4,1,4,0,7,0,Below College,Excellent,Low,High,Low,3-6 yrs,18-25,6K-10K,0,1.5,1,0.4124,Medium
774,39,Yes,Travel_Rarely,164,Research & Development,8,4,Human Resources,1,Female,35,4,3,Manufacturing Director,1,Single,5519,4444,1,Yes,25,3,3,3,9,6,1,9,2,0,2,Master,Excellent,Low,Low,Low,6-10 yrs,36-45,3K-6K,1,1.5,1,0.6857,High
775,54,No,Travel_Rarely,282,Research & Development,5,5,Other,4,Male,37,2,5,Research Director,2,Divorced,13186,18720,0,No,21,3,2,0,11,2,4,11,5,1,3,Doctor,Excellent,Medium,Very High,Very High,10-20 yrs,46-55,10K-15K,0,3.0,1,0.2867,Low
776,25,Yes,Travel_Rarely,1189,Sales,15,4,Marketing,1,Male,91,1,1,Manager,2,Divorced,19999,21367,9,No,18,3,3,3,17,6,4,17,1,12,1,Master,Excellent,Medium,Low,Very High,10-20 yrs,18-25,15K+,1,2.5,1,0.6453,High
777,24,No,Travel_Rarely,934,Sales,7,2,Medical,1,Male,43,2,2,Sales Executive,1,Divorced,8506,11159,6,No,21,3,4,0,20,5,1,20,14,6,14,College,Excellent,Low,Low,Low,10-20 yrs,18-25,6K-10K,0,1.75,1,0.4197,Medium
778,31,Yes,Non-Travel,1331,Research & Development,24,4,Medical,1,Female,32,1,5,Manufacturing Director,1,Divorced,5028,25382,5,No,22,3,2,0,20,2,2,20,16,12,8,Master,Excellent,Low,Low,Medium,10-20 yrs,26-35,3K-6K,1,1.5,1,0.6028,High
779,20,No,Travel_Rarely,153,Research & Development,17,3,Human Resources,1,Male,31,3,1,Laboratory Technician,2,Single,10680,23382,4,No,13,4,3,0,0,4,3,0,0,0,0,Bachelor,Outstanding,Medium,Low,High,<1 yr,18-25,10K-15K,0,2.25,1,0.5332,Medium
780,33,Yes,Travel_Rarely,1344,Research & Development,16,5,Medical,4,Female,51,1,3,Manufacturing Director,1,Single,18381,10863,4,Yes,11,3,3,2,2,3,1,2,0,12,0,Doctor,Excellent,Low,Very High,Low,1-3 yrs,26-35,15K+,1,2.25,1,0.7565,High
781,36,Yes,Non-Travel,335,Research & Development,24,3,Human Resources,1,Male,99,4,4,Manager,2,Married,17738,15056,8,No,23,4,2,2,4,3,1,4,1,15,0,Bachelor,Outstanding,Medium,Low,Low,3-6 yrs,36-45,15K+,1,1.5,1,0.4275,Medium
782,35,Yes,Travel_Rarely,988,Research & Development,11,3,Marketing,3,Male,35,2,1,Laboratory Technician,1,Divorced,6029,12862,8,No,16,3,2,1,24,4,1,24,9,12,2,Bachelor,Excellent,Low,High,Low,20+ yrs,26-35,6K-10K,1,1.75,1,0.538,Medium
783,33,No,Travel_Rarely,711,Sales,7,2,Medical,1,Female,79,1,1,Manager,3,Single,15001,12798,5,No,15,3,4,2,7,5,4,7,1,12,1,College,Excellent,High,Low,Very High,6-10 yrs,26-35,15K+,0,3.0,0,0.3516,Medium
784,25,Yes,Travel_Rarely,1058,Research & Development,11,1,Other,1,Female,73,1,1,Research Director,3,Single,3019,10187,2,Yes,18,3,1,1,16,5,2,16,9,13,9,Below College,Excellent,High,Low,Medium,10-20 yrs,18-25,3K-6K,1,1.75,1,0.6391,High
785,50,Yes,Travel_Rarely,537,Sales,28,3,Other,3,Male,37,1,4,Sales Executive,4,Divorced,17972,20979,6,Yes,25,3,1,3,8,0,1,8,8,13,2,Bachelor,Excellent,Very High,High,Low,6-10 yrs,46-55,15K+,1,2.25,1,0.5821,Medium
786,29,Yes,Non-Travel,1103,Human Resources,28,4,Life Sciences,4,Male,53,1,2,Manager,1,Single,16552,4970,3,No,16,4,2,0,31,1,4,31,27,10,16,Master,Outstanding,Low,Very High,Very High,20+ yrs,26-35,15K+,1,2.75,1,0.3977,Medium
787,28,Yes,Travel_Rarely,1226,Research & Development,2,1,Human Resources,3,Female,56,1,4,Research Director,2,Married,1283,5269,4,No,14,3,1,2,5,6,1,5,2,13,2,Below College,Excellent,Medium,High,Low,3-6 yrs,26-35,<3K,1,1.75,1,0.6844,High
788,22,No,Travel_Rarely,793,Research & Development,2,4,Medical,2,Male,82,1,1,Healthcare Representative,1,Married,12562,18862,6,No,20,4,4,0,39,3,1,39,32,4,20,Master,Outstanding,Low,Medium,Low,20+ yrs,18-25,10K-15K,0,2.0,1,0.2821,Low
789,44,No,Non-Travel,1062,Research & Development,28,4,Other,3,Female,80,2,3,Research Scientist,1,Single,10301,19227,6,No,20,3,1,1,20,1,2,20,3,9,1,Master,Excellent,Low,High,Medium,10-20 yrs,36-45,10K-15K,0,1.75,1,0.3975,Medium
790,29,No,Travel_Rarely,1231,Human Resources,6,1,Marketing,4,Male,57,4,1,Human Resources,4,Single,12551,3625,9,No,22,3,2,2,6,2,4,6,2,7,2,Below College,Excellent,Very High,Very High,Very High,3-6 yrs,26-35,10K-15K,0,3.5,0,0.2769,Low
791,34,No,Non-Travel,623,Sales,3,1,Marketing,3,Female,88,4,3,Sales Representative,2,Married,14189,20264,7,No,25,4,4,2,6,6,3,6,1,14,0,Below College,Outstanding,Medium,High,High,3-6 yrs,26-35,10K-15K,0,3.0,1,0.3643,Medium
792,23,No,Travel_Rarely,503,Research & Development,1,4,Life Sciences,1,Female,98,1,5,Research Director,1,Married,18715,26685,0,No,22,3,2,2,38,6,2,38,11,5,1,Master,Excellent,Low,Low,Medium,20+ yrs,18-25,15K+,0,1.5,1,0.394,Medium
793,50,No,Non-Travel,442,Research & Development,24,2,Marketing,4,Male,54,2,3,Healthcare Representative,2,Divorced,1289,22876,4,No,21,4,4,2,26,6,3,26,17,2,16,College,Outstanding,Medium,Very High,High,20+ yrs,46-55,<3K,0,3.25,1,0.3688,Medium
794,22,Yes,Non-Travel,899,Research & Development,23,5,Marketing,2,Female,73,1,1,Manager,1,Married,14572,5480,8,Yes,12,3,4,0,7,2,4,7,6,6,1,Doctor,Excellent,Low,Medium,Very High,6-10 yrs,18-25,10K-15K,1,2.75,1,0.6364,High
795,45,No,Travel_Rarely,1450,Sales,20,5,Medical,4,Male,76,3,4,Sales Representative,4,Single,2240,10542,6,No,18,3,2,2,8,4,4,8,3,2,2,Doctor,Excellent,Very High,Very High,Very High,6-10 yrs,36-45,<3K,0,3.5,0,0.3889,Medium
796,31,No,Non-Travel,313,Research & Development,16,2,Human Resources,1,Male,42,4,1,Healthcare Representative,2,Married,13805,17860,1,No,15,3,3,1,27,4,3,27,5,11,0,College,Excellent,Medium,Low,High,20+ yrs,26-35,10K-15K,0,2.25,1,0.3846,Medium
797,22,No,Travel_Rarely,1123,Human Resources,14,1,Technical Degree,2,Male,82,1,1,Manager,1,Married,10269,5042,0,No,22,4,2,2,14,4,4,14,4,4,2,Below College,Outstanding,Low,Medium,Very High,10-20 yrs,18-25,10K-15K,0,2.25,1,0.3525,Medium
798,50,No,Non-Travel,421,Research & Development,17,4,Marketing,4,Male,82,2,5,Laboratory Technician,3,Single,16820,21220,7,Yes,25,3,4,1,1,6,2,1,1,15,0,Master,Excellent,High,Very High,Medium,<1 yr,46-55,15K+,0,3.25,1,0.3252,Medium
799,58,No,Travel_Rarely,1201,Research & Development,18,5,Marketing,4,Female,66,4,2,Manufacturing Director,2,Divorced,11744,26462,8,No,18,3,2,1,6,5,1,6,1,6,1,Doctor,Excellent,Medium,Very High,Low,3-6 yrs,55+,10K-15K,0,2.25,1,0.302,Medium
800,36,No,Non-Travel,1178,Human Resources,25,4,Technical Degree,1,Male,92,2,1,Human Resources,4,Single,1532,26258,9,No,25,3,2,0,17,3,3,17,1,1,0,Master,Excellent,Very High,Low,High,10-20 yrs,36-45,<3K,0,2.5,0,0.3555,Medium
801,39,No,Non-Travel,883,Research & Development,4,2,Marketing,3,Male,95,3,5,Research Scientist,3,Single,11750,8564,4,No,15,3,4,2,21,1,1,21,8,9,7,College,Excellent,High,High,Low,20+ yrs,36-45,10K-15K,0,2.75,0,0.4392,Medium
802,22,No,Travel_Rarely,955,Sales,3,4,Medical,3,Male,69,1,4,Sales Representative,2,Single,12531,22012,5,Yes,16,3,1,1,9,2,3,9,9,3,4,Master,Excellent,Medium,High,High,6-10 yrs,18-25,10K-15K,0,2.25,1,0.4215,Medium
803,19,No,Travel_Rarely,1194,Research & Development,8,2,Medical,2,Male,90,3,5,Research Scientist,2,Married,11870,23401,1,No,23,3,4,2,32,1,1,32,23,1,23,College,Excellent,Medium,Medium,Low,20+ yrs,18-25,10K-15K,0,2.25,1,0.297,Low
804,47,No,Travel_Rarely,1191,Research & Development,4,1,Technical Degree,1,Male,35,4,5,Manager,2,Married,11312,12233,4,No,25,3,2,0,6,3,1,6,0,6,0,Below College,Excellent,Medium,Low,Low,3-6 yrs,46-55,10K-15K,0,1.5,1,0.4044,Medium
805,56,Yes,Travel_Rarely,279,Research & Development,23,2,Other,1,Female,54,1,3,Manager,2,Married,11358,26686,3,No,20,3,4,0,2,6,2,2,0,2,0,College,Excellent,Medium,Low,Medium,1-3 yrs,55+,10K-15K,1,2.25,1,0.7002,High
806,21,Yes,Non-Travel,479,Research & Development,15,2,Marketing,3,Female,75,4,2,Healthcare Representative,1,Married,17559,25990,7,Yes,24,3,4,2,13,1,1,13,12,8,6,College,Excellent,Low,High,Low,10-20 yrs,18-25,15K+,1,2.25,1,0.5797,Medium
807,50,Yes,Travel_Rarely,1032,Human Resources,13,5,Other,3,Female,60,1,2,Manager,1,Divorced,11196,19585,7,No,15,3,1,1,35,6,3,35,35,10,11,Doctor,Excellent,Low,High,High,20+ yrs,46-55,10K-15K,1,2.0,1,0.4142,Medium
808,30,No,Non-Travel,549,Human Resources,14,4,Marketing,2,Male,92,2,4,Manager,2,Single,5456,13170,4,Yes,21,3,3,3,12,1,1,12,1,5,1,Master,Excellent,Medium,Medium,Low,10-20 yrs,26-35,3K-6K,0,2.0,1,0.6563,High
809,37,Yes,Travel_Rarely,1384,Research & Development,14,5,Human Resources,3,Male,97,4,5,Research Scientist,4,Single,1995,16073,7,Yes,13,3,2,3,15,5,4,15,11,0,6,Doctor,Excellent,Very High,High,Very High,10-20 yrs,36-45,<3K,1,3.25,1,0.5713,Medium
810,24,Yes,Travel_Rarely,230,Sales,5,3,Marketing,2,Male,68,3,4,Manager,1,Single,15533,12567,5,No,20,4,2,0,15,4,1,15,14,9,5,Bachelor,Outstanding,Low,Medium,Low,10-20 yrs,18-25,15K+,1,1.5,1,0.669,High
811,32,Yes,Travel_Rarely,1357,Human Resources,5,2,Medical,4,Male,65,3,4,Manager,2,Single,13941,24387,9,No,18,3,1,1,4,5,1,4,0,7,0,College,Excellent,Medium,Very High,Low,3-6 yrs,26-35,10K-15K,1,2.0,1,0.6601,High
812,40,Yes,Travel_Frequently,1003,Research & Development,27,3,Life Sciences,2,Male,36,2,2,Research Scientist,2,Married,10265,2010,5,No,13,3,4,3,24,5,4,24,8,12,2,Bachelor,Excellent,Medium,Medium,Very High,20+ yrs,36-45,10K-15K,1,3.0,1,0.6245,High
813,31,No,Non-Travel,1277,Sales,22,5,Life Sciences,2,Male,95,2,2,Sales Executive,4,Married,6688,17611,3,No,14,4,3,1,37,6,4,37,18,6,8,Doctor,Outstanding,Very High,Medium,Very High,20+ yrs,26-35,6K-10K,0,3.25,0,0.3593,Medium
814,40,Yes,Travel_Frequently,429,Human Resources,28,4,Life Sciences,2,Male,84,3,2,Manager,4,Divorced,7200,18007,9,No,16,3,2,2,37,1,3,37,16,0,11,Master,Excellent,Very High,Medium,High,20+ yrs,36-45,6K-10K,1,2.75,1,0.6069,High
815,36,No,Travel_Rarely,736,Research & Development,13,5,Life Sciences,4,Female,71,2,1,Healthcare Representative,4,Single,1422,11781,2,No,12,3,3,0,37,1,4,37,1,2,1,Doctor,Excellent,Very High,Very High,Very High,20+ yrs,36-45,<3K,0,3.75,0,0.4412,Medium
816,46,Yes,Travel_Rarely,152,Research & Development,4,4,Other,3,Male,56,1,5,Laboratory Technician,3,Single,19999,19885,8,Yes,24,4,3,2,38,5,4,38,4,2,4,Master,Outstanding,High,High,Very High,20+ yrs,46-55,15K+,1,3.25,1,0.6282,High
817,37,No,Non-Travel,567,Research & Development,18,4,Other,2,Male,31,3,4,Manager,2,Married,9688,26704,4,No,17,3,4,2,40,1,3,40,38,13,24,Master,Excellent,Medium,Medium,High,20+ yrs,36-45,6K-10K,0,2.75,1,0.3028,Medium
818,46,No,Travel_Rarely,739,Research & Development,6,1,Marketing,3,Male,99,4,5,Manager,4,Single,1463,9905,9,No,15,4,4,2,25,5,3,25,21,2,20,Below College,Outstanding,Very High,High,High,20+ yrs,46-55,<3K,0,3.5,0,0.2661,Low
819,41,No,Travel_Frequently,512,Sales,29,2,Other,2,Male,33,3,4,Manager,2,Married,13103,5603,9,No,22,3,4,1,12,0,1,12,12,14,7,College,Excellent,Medium,Medium,Low,10-20 yrs,36-45,10K-15K,0,2.25,1,0.3689,Medium
